"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50046194","ACQUOLINA","Manhattan","2291","2 AVENUE","10035","2124269400","American","2019-08-22T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2019-08-22T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.79799038073","-73.937060973426","111","08","018800","1052622","1016670024","MN34"
"50060480","ARTISERIE","Manhattan","459","LEXINGTON AVENUE","10017","9172620894","Sandwiches/Salads/Mixed Buffet","2017-10-04T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","8",,,"2021-07-15T06:00:56.000","Pre-permit (Operational) / Initial Inspection","40.753451956829","-73.974568420799","106","04","009200","1036189","1013000023","MN19"
"41512878","SANTO BRUKLIN","Brooklyn","548","COURT STREET","11231",,"American","2016-09-30T00:00:00.000","Violations were cited in the following area(s).","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Critical","14","B","2016-09-30T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.67506967363","-73.999423183095","306","39","006500","3005703","3003820030","BK33"
"50055882","GARDENIA TERRACE","Manhattan","826","10 AVENUE","10019","2123340489","Mediterranean","2019-03-21T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","13","A","2019-03-21T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.767614515401","-73.989635303786","104","03","013900","1026807","1010640061","MN15"
"50001986","HOOTERS","Queens","61-09","190 STREET","11365","7184542800","American","2016-08-11T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2016-08-11T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.740969835709","-73.784640665441","408","23","134700","4444050","4071170004","QN41"
"50056921","CROWN FRIED CHICKEN","Brooklyn","850","FRANKLIN AVENUE","11225","7185522928","Chicken","2019-12-18T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","26","B","2019-12-18T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.669106011932","-73.958545004567","309","35","021300","3029697","3011870059","BK63"
"50056921","CROWN FRIED CHICKEN","Brooklyn","850","FRANKLIN AVENUE","11225","7185522928","Chicken","2019-12-18T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","26","B","2019-12-18T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.669106011932","-73.958545004567","309","35","021300","3029697","3011870059","BK63"
"50056921","CROWN FRIED CHICKEN","Brooklyn","850","FRANKLIN AVENUE","11225","7185522928","Chicken","2019-12-18T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","26","B","2019-12-18T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.669106011932","-73.958545004567","309","35","021300","3029697","3011870059","BK63"
"50084346","GLOU","Brooklyn","406","ROGERS AVENUE","11225","7184839211","Tapas","2019-01-30T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","9","A","2019-01-30T00:00:00.000","2021-07-15T06:00:56.000","Pre-permit (Operational) / Re-inspection","40.662821393751","-73.953783853512","309","40","032700","3034974","3013190046","BK60"
"50088158","XIANG HOTPOT","Brooklyn","5816","FORT HAMILTON PARKWAY","11219","7188515888","Chinese","2020-01-15T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","9","A","2020-01-15T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.633933584324","-74.004301832562","312","38","011600","3140591","3057017501","BK88"
"41428195","FARMERS PIZZERIA","Queens","11136","FARMERS BOULEVARD","11412","7184641500","Pizza","2018-05-23T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","15",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.701266344068","-73.764919023811","412","27","040000","4222043","4104390020","QN08"
"40535467","CHIU HONG BAKERY","Manhattan","161","MOTT STREET","10013","2129667664","Bakery Products/Desserts","2019-10-15T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","24","B","2019-10-15T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.719573348644","-73.996280644592","102","01","004100","1006990","1004710049","MN24"
"41451698","LUCY'S CANTINA ROYALE","Manhattan","1","PENN PLAZA","10119","2126431270","Mexican","2018-05-30T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","13",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.751091318302","-73.992925898182","105","03","010100","1014387","1007830070","MN17"
"41641722","GOOD FRIENDS RESTAURANT","Brooklyn","9528","AVENUE L","11236","7182510050","Chinese","2019-02-09T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","7","A","2019-02-09T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.637842187411","-73.896555356998","318","46","101000","3232745","3082600045","BK50"
"50074796","POPEYES","Bronx","1380","JEROME AVENUE","10452","7187360999","Chicken","2019-03-11T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","2019-03-11T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.839843890681","-73.917946160291","204","16","022101","2008073","2028420001","BX63"
"41373149","CAROL'S BUN","Manhattan","139","EAST BROADWAY","10002","2125660203","Chinese","2018-06-29T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","25","B","2018-06-29T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.7139188768","-73.991573545749","103","01","000600","1003573","1002830035","MN28"
"50071370","HAGANE HIBACHI JAPANESE GRILL","Queens","16102","CROSSBAY BLVD","11414","6466888368","Japanese","2019-02-26T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10I","Single service item reused, improperly stored, dispensed; not used when required.","Not Critical","55",,,"2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.655548221226","-73.838989124034","410","32","089200","4294011","4140480067","QN57"
"50002120","STARBUCKS","Manhattan","99","WALL STREET","10005","2124871906","Coffee/Tea","2018-05-23T00:00:00.000","Violations were cited in the following area(s).","16C","Required calorie information not posted/improperly posted.","Not Critical",,,,"2021-07-15T06:00:56.000","Calorie Posting / Initial Inspection","40.70499297195","-74.007155752611","101","01","000700","1000865","1000337501","MN25"
"50017217","SHERWOODS KEEP","Queens","205","CYPRESS AVENUE","11385","7183810400","American","2017-10-19T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","9","A","2017-10-19T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.708173796129","-73.91981493011","405","34","053900","4081572","4034170081","QN20"
"41531633","Herbal Life, Salud es Vida","Queens","6006","39TH AVE","11377","5164927683","Other","2019-11-20T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","32",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.7473674118","-73.903411427654","402","26","025900","4028326","4012290087","QN63"
"41633095","BAMBOO YA","Queens","9711","QUEENS BLVD","11374","7188061228","Japanese","2017-05-01T00:00:00.000","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical","12","A","2017-05-01T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.729653102964","-73.861035125104","406","29","071701","4050459","4020900064","QN18"
"40393154","AMSTERDAM BILLIARDS","Manhattan","85","4 AVENUE","10003","2129950333","American","2017-07-06T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","10","A","2017-07-06T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.731696629805","-73.990275951973","103","02","004200","1008968","1005560001","MN22"
"41336495","MAMA SUSHI","Manhattan","237","DYCKMAN STREET","10034","2125672450","Japanese","2020-02-13T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","23",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.866054519793","-73.927874398645","112","10","029500","1064935","1022370008","MN01"
